8071 24849
7260 1973 -14
3521 312 669
7701 738 793
4413 1185 -556
1266 1143 -106
4124 2653 289
7087 3611 879
5364 1115 27
8036 5223 330
3098 6684 908
3048 901 198
6965 7616 296
855 4557 -706
24 5831 736
6953 6854 -55
1144 635 -3
917 3087 -709
5140 5789 -828
6792 4405 -795
1060 3045 904
5761 3226 -54
3630 2793 -338
6368 3796 -448
4671 1474 -616
365 6011 -788
7449 5016 -881
2844 2341 875
7824 5042 371
2413 72 935
8033 773 859
2908 3134 938
4174 1618 874
4626 1039 -669
7066 5329 526
810 6586 831
5239 2852 559
103 6789 -471
7507 1402 557
3248 1432 -733
3404 6586 879
1999 8008 -434
6245 6637 520
2442 1203 300
2860 2630 -950
5047 4328 773
6347 89 551
7923 5361 -640
3953 5531 -795
5061 3037 -417
854 4363 -968
1491 1542 -593
6347 5892 309
6102 5599 -356
5824 358 155
4514 7123 -633
6192 273 897
4138 6321 625
2261 5511 369
1720 7866 -123
7086 6060 652
6024 7031 -389
7929 5777 -283
876 6111 -558
6165 197 -595
63 2140 -437
7380 534 807
401 2908 190
3109 2176 -494
6579 5551 -737
2706 3232 943
5144 2163 -974
5359 7302 -344
3468 7541 622
5892 190 825
395 6813 -611
6412 3525 -467
3935 18 386
5461 4460 19
5395 5858 -552
6698 1958 -277
242 864 -721
4975 6702 990
2304 4297 587
8 6262 -446
6034 6102 -199
2184 3481 -85
632 5658 -250
6657 2123 131
7445 6638 286
7749 5335 -487
2687 2332 -79
1637 704 510
6260 7550 130
755 2941 -677
7913 6869 -494
5141 2578 -23
5889 4696 839
3363 8070 397
3445 3240 -633
933 4770 -268
947 3207 491
4408 2601 -143
3047 2439 -639
1286 5914 235
92 604 337
6991 4122 -213
4368 1890 -209
7456 7692 -146
6769 184 748
6287 6465 454
7210 7428 8
4396 2420 544
334 3719 263
712 6809 -632
5235 891 407
4765 4544 -952
1456 2485 -299
4576 4266 497
1712 726 312
5413 6314 -328
3675 6786 721
6513 4743 649
2745 2501 12
7201 4782 673
5272 7217 -335
6740 5992 452
6138 4306 -121
1000 8020 744
4156 2148 -797
5295 6388 405
205 5283 245
5465 1129 314
4142 2453 -437
661 3629 392
1436 5133 218
7389 3520 452
1076 5674 43
3005 1274 342
7612 6655 -149
6334 4077 -337
816 5407 -690
3556 4564 -554
4574 4965 -223
1222 916 827
6325 1187 609
4575 6850 397
5203 319 637
5495 6024 417
876 655 590
7834 1262 916
7077 5421 918
2960 7987 673
3740 6365 -123
3606 7884 -439
2741 7412 -79
5573 3214 -48
829 491 621
7009 3897 552
6771 6817 -465
7585 514 342
1621 5038 -878
1810 2440 -445
1438 1811 252
6336 918 601
1129 2829 -964
6577 7693 -226
6954 1327 -184
2526 1134 24
2528 3433 570
3041 6038 249
7257 704 995
886 6084 98
1339 3541 348
1424 1976 849
3678 4363 324
53 5890 764
3736 3790 -391
3662 1908 286
1014 7482 474
4788 8016 -37
1203 1214 140
5677 2896 359
2315 5000 -102
6382 2364 -868
7069 5870 953
2910 7896 389
3367 4408 231
143 1279 61
7993 2277 -660
7559 7734 569
6719 6936 515
3458 5611 -492
6598 4326 78
6237 2611 855
2473 1653 -539
1759 6197 -98
2042 6117 -691
3537 3107 -102
1974 5839 670
7064 7798 499
1084 7351 -142
5871 7103 -894
5958 2871 261
1001 4000 -882
949 6060 448
707 7470 696
7330 387 273
2033 6789 -739
7419 3171 -518
5078 3667 -667
3864 1120 811
5433 80 953
1946 7744 -612
4477 7510 834
319 2408 643
4732 6838 -697
2693 2513 -742
6036 7325 -704
4371 4562 751
4337 4135 428
787 5263 -274
55 6133 -58
1374 1437 469
1208 3683 -757
4612 3264 92
5156 4023 891
1403 2708 -86
6958 6082 -691
7659 2799 255
1471 4601 -525
1432 6390 730
6904 6204 930
6952 1837 550
8053 326 465
4476 3048 846
173 3979 855
7058 4034 443
1314 6118 -70
7076 7810 203
5745 7752 -521
206 7597 -519
601 5849 -104
829 5005 -377
2671 732 781
5769 4359 91
3751 5064 -293
8024 5202 -924
6463 4498 550
1184 4270 82
886 1816 414
179 7088 653
2722 6122 -877
2677 4841 472
4813 5374 963
3572 4033 -220
8062 2903 700
3363 4924 -253
119 1369 526
395 354 925
6652 2721 928
5749 6407 681
1136 4748 446
6764 3564 -625
3806 3060 818
5561 638 -654
8042 6136 -533
6341 369 -312
651 3237 196
4529 7623 -253
3106 5971 321
6020 2573 492
3488 4960 80
2150 4278 -409
5802 2143 -335
6518 516 51
2075 5510 634
3956 5814 -483
3948 3027 864
330 3455 389
5407 2643 737
4658 815 -43
5703 1460 -921
496 7057 -740
1958 4151 -420
5561 814 651
7418 5560 579
1187 7794 195
6847 1087 737
5703 542 829
186 662 866
249 1389 703
573 3248 -169
3707 2195 366
3995 1381 -69
5127 2750 586
1602 3221 908
2168 39 457
1516 6229 654
2969 5289 -738
119 3858 938
4773 1089 197
606 3236 491
4041 3262 -775
218 2441 -158
5990 7105 283
6670 1445 956
4526 341 740
4562 7553 728
7308 830 -918
2463 2412 392
4193 2326 -257
7602 313 119
5579 8006 662
2558 1986 729
5392 5991 -134
165 1193 -965
5623 1880 -138
2195 2152 664
2167 2505 -988
419 7943 273
6935 7520 736
5308 1682 691
5495 899 459
5634 3177 -968
985 2456 -172
4399 2776 -618
6714 1384 554
4157 7641 -21
5086 45 -439
6312 4660 685
936 2658 923
6701 2523 25
6374 7863 896
3619 1374 966
7708 3259 543
5024 6893 -557
3501 5942 -428
446 918 -315
4217 2942 -408
7767 2684 -623
2742 1880 -135
5495 1852 -113
1113 3404 761
1865 288 -452
6431 7409 137
2901 323 450
200 4729 944
7192 109 -335
6820 6297 696
1852 1249 -708
3464 5211 166
780 1088 -287
5277 1116 -947
6543 7376 864
6204 5095 -493
5255 1220 -972
7783 7327 -539
935 4934 186
5025 6631 -982
228 4454 -923
6213 911 444
203 2048 456
1501 219 959
3522 4643 -607
475 2009 234
7948 7346 784
6398 4888 98
2362 3032 -321
4937 3820 345
68 1255 -436
935 7204 -574
5966 4618 102
2700 3706 679
7961 3585 173
7492 1027 -25
2388 5557 -336
1663 2588 -958
6556 4986 -685
3498 2603 -959
6870 467 -358
3726 2045 942
7864 2801 -460
5757 5662 -222
2863 2893 -976
5330 2541 -735
6759 1948 -799
6353 3516 -610
7964 5304 -680
1837 2977 -879
4534 4139 -732
622 6597 980
6266 5074 307
1864 2716 -750
3545 7096 -790
3878 4670 -732
7000 3971 -210
316 624 442
1856 7888 805
190 5296 -984
1948 4124 -974
1127 1303 -592
6523 3481 -116
5618 5328 60
1599 4829 709
5726 3286 941
538 5731 846
4631 638 642
7539 6203 -317
3245 1321 -373
3483 4569 -501
4178 1913 200
1912 4888 75
211 3726 -793
7679 5243 816
5235 2845 395
1827 4371 -474
3646 5357 914
3446 400 707
1822 3961 283
3379 3219 345
1658 4764 -656
5932 6590 -416
7480 2573 -844
3762 1479 -329
7334 2663 326
4098 3569 -458
3249 1084 -68
6759 7568 -368
4739 7994 793
4127 2343 328
1629 1714 75
2711 7142 818
6471 5113 620
1616 155 663
6799 6027 -956
6694 1163 -624
6570 6647 814
622 5502 730
2936 2087 -930
1054 4468 330
5043 1099 -420
3415 7551 -520
1651 4145 -498
1015 3490 65
2790 8001 -291
8026 5411 753
4411 1439 259
221 834 748
5049 6568 -627
3504 2903 -268
3721 4203 447
3578 7833 -447
1680 7000 745
1399 5257 -325
5102 6893 731
2623 6687 387
970 4780 379
4239 5159 -792
5295 4186 -346
3343 2447 413
472 3924 -327
6554 3229 865
5333 3229 509
7406 7990 232
7945 1320 83
2235 7027 -831
4864 1271 -388
1117 1963 -576
5507 2072 485
6561 7851 -278
3783 2608 -742
4469 3534 656
3373 163 -449
1453 4311 117
2989 5172 62
24 6656 595
867 6934 -484
4552 1515 -974
859 692 -425
6752 7953 -836
2893 4421 -72
474 2769 -944
3996 5410 -615
7672 7033 -223
2067 1325 -920
848 4998 162
6085 878 815
2273 157 -294
5729 211 -754
4420 7942 836
7437 6414 540
1036 80 -86
1991 1171 -704
1104 2590 439
6335 1452 -360
5379 7760 -567
7524 2887 -333
6222 6530 -118
5567 3399 -213
5811 2185 853
8071 6903 798
633 5801 615
6907 637 326
6855 5076 804
1045 6678 633
604 5140 -861
7670 6457 -144
6013 5667 -921
4709 1985 470
5214 7363 545
2138 1883 -780
433 3566 540
7708 7694 339
767 7239 660
2219 5031 366
699 8000 807
1227 1885 438
1660 6382 973
7092 6208 -904
3544 1514 423
3962 6271 644
5445 932 -53
1923 910 -519
2563 6446 -160
6684 7814 37
6757 931 193
5104 2469 -999
4684 6950 559
1113 404 -259
1626 108 -86
6262 6751 -94
4885 1723 489
3787 3476 -987
688 6682 -317
88 5916 898
178 6311 490
6431 1016 -545
4337 4313 -526
7510 1058 -564
347 4977 -267
6532 322 -885
3407 6369 -864
7358 3729 -227
3546 2089 -843
4010 7429 -731
5160 5041 874
6121 3477 586
6789 2101 -383
601 4303 544
6712 5299 867
1289 7924 896
571 2289 -438
5959 5011 -278
4946 4998 -951
2643 6056 -323
131 7614 -17
3587 2130 -835
6772 4665 -942
5608 3963 6
473 4513 861
1010 32 978
4685 5180 -412
1319 5927 832
7649 2461 350
934 4453 229
1918 219 639
5446 7775 -721
2873 8052 463
6802 5199 -525
5351 3428 -424
978 6758 -391
4636 546 -546
7557 5926 58
7450 3271 -26
7955 1244 -984
1573 2973 -62
3572 1585 -51
7163 4199 29
2472 4196 -506
2593 1928 -109
452 6155 -854
49 1430 576
4963 3927 543
1574 7911 -172
7083 5557 -218
2214 5038 -600
4707 4947 -209
1857 5487 598
4264 7402 84
7254 3987 -54
1641 2131 -925
4069 5272 399
5785 639 788
2965 5419 443
1558 2845 -447
4949 7954 -136
4502 2393 -991
1901 4937 -301
1378 488 -281
3425 5112 99
2309 4414 -632
6751 895 253
4290 1473 364
2956 476 814
2330 5368 129
868 1590 -295
1751 7807 -802
1532 6359 526
374 3858 -708
7011 1277 945
3008 3844 239
771 7895 -621
2861 7016 419
2870 3984 156
4269 98 -672
4274 4236 642
2269 5931 165
4109 2667 430
4950 7935 -604
4675 2513 211
7904 1852 -312
292 331 -116
1714 1382 725
3275 3683 -871
3906 7586 -365
6868 4590 -492
5752 4055 -622
6343 3685 709
4019 3271 -233
4424 7205 -939
7399 48 48
1677 1039 431
632 1598 995
6153 1394 -436
2429 6775 -250
932 4745 611
3663 1392 418
1382 7443 805
6956 6456 -449
780 4426 -922
5828 3713 716
4604 4069 15
624 3045 -862
3999 4993 976
7298 4889 -761
943 7040 191
7596 3925 -958
7269 4471 -465
6239 6957 -364
3102 5658 924
3437 28 7
3749 3684 -648
7585 3827 -247
6560 4525 -88
1581 5611 329
5508 674 910
1911 5218 -260
4040 4122 64
2119 3862 -219
3540 1189 686
624 1949 -273
6901 6341 -605
1190 7017 -312
1190 4228 926
5735 186 713
2671 6835 -1000
715 5743 -667
439 4932 655
1786 290 -234
2053 7099 999
7061 6559 223
666 5671 927
5810 7943 -882
7515 3411 -940
6001 2446 -367
5500 4265 528
7819 4116 -188
4054 245 -859
6495 341 200
2370 7611 -399
4189 7809 -301
5960 6518 958
4460 1375 757
5382 5037 910
4359 3428 378
1535 2108 267
6450 6570 -52
6592 498 150
7554 2609 387
7227 2633 449
7706 4251 -65
3636 6475 -749
5340 3456 765
7359 3712 532
4972 1038 -652
6032 896 -60
7362 4783 687
5391 7436 -331
6800 1490 -233
3031 2765 229
3225 5409 -539
3097 5258 83
3793 663 55
3518 4560 -801
5835 3374 -659
3856 5719 -836
2265 4422 247
4489 1067 -529
3813 7915 791
4991 2314 93
7975 222 477
6068 5443 -759
3404 7350 309
1446 3402 713
2767 4288 473
7512 4065 401
4819 7128 -18
858 3387 184
3199 3360 -504
5186 3596 -309
356 6941 -292
1908 147 463
1270 251 -370
5829 5434 -643
4386 1803 -384
1183 7556 -843
6552 6795 -994
5590 814 -579
7861 4296 -677
6609 4161 -445
6191 597 -295
3052 5971 615
6872 5233 -996
4860 7830 962
5211 853 -234
580 8019 477
6635 297 887
4526 669 245
6833 416 -925
1661 7584 767
7663 7484 -989
5256 7005 -98
5700 7234 -684
7810 4724 -325
2454 6513 67
7082 283 680
7754 7458 -856
6019 6719 653
6313 2608 808
8023 512 -955
4797 6236 787
4830 6631 -195
3261 459 543
3474 271 -557
1058 3411 -728
2858 3933 -197
5310 7457 132
3227 236 -269
2334 7705 630
123 7026 -784
7810 4170 576
6449 5420 22
2146 2974 -159
6059 4759 -318
3182 3638 945
346 410 -449
4042 1639 -491
2050 3882 -486
2496 244 -708
3727 4407 779
7525 6358 -664
2861 7957 -33
5211 2304 358
1009 7138 574
6175 7783 527
3032 4437 -116
8047 2826 -109
2532 3122 -209
950 7252 122
2269 5098 -569
2190 2409 -235
6889 7458 340
2318 2363 23
1068 3403 563
6062 2380 204
7987 2851 -71
3703 6483 -470
4637 165 972
2372 5880 -201
3163 3057 -668
2356 179 -80
2637 3502 700
5123 2484 -357
4991 197 441
6572 5312 366
4621 3662 -862
4386 1814 600
3691 7938 454
5294 50 -210
661 1275 -236
6001 7373 471
5276 830 -24
8022 7036 950
4429 3047 -372
2804 7733 -578
4797 4852 745
7445 5416 -924
958 6754 -947
7956 1258 -22
4864 7859 25
1577 7024 -918
3850 1041 509
3411 1900 -507
7415 5814 -710
4328 2530 -579
2351 6889 810
4173 4438 -214
1948 5380 -802
6409 1794 -743
7761 6046 -831
4983 6163 215
4848 3562 -408
5637 2412 -790
6760 143 179
7003 7968 51
7920 3651 717
6997 7401 -386
6348 584 -114
5779 2548 243
1831 7114 -700
440 6318 -892
2832 5389 702
1105 1488 658
6790 3956 -57
3664 3826 409
160 2702 -251
5371 5622 315
6492 7134 -603
984 8070 486
651 4477 -501
627 4396 -855
556 4251 876
5437 7061 -787
6979 5858 -551
2411 433 414
4278 2437 14
3556 2378 -951
7108 2880 102
6023 6031 242
2618 652 17
1011 3088 159
2527 6484 619
3034 5172 -703
3837 7618 -540
1992 734 -334
8034 3759 -985
6572 7938 34
7986 5756 236
7352 2994 663
199 4212 -25
141 5162 617
1555 6292 927
1350 2513 -343
6507 7975 -701
3960 1076 -564
1903 2719 473
4444 1280 517
7345 2767 -369
454 1178 725
5586 2364 494
3191 6206 368
5347 6388 637
6464 6903 -182
6923 4973 -705
894 5695 -753
3353 5011 -953
3296 513 -905
7874 4899 -902
4896 4696 -140
4184 7913 -959
7657 3268 -330
4982 6274 -720
7773 1073 887
755 4694 25
7718 7207 -208
1861 6748 579
6031 943 -154
6740 5898 637
5777 1753 308
7052 7982 573
5734 1950 476
6610 7059 -958
4974 3322 790
4650 7871 -700
41 1581 460
4860 4952 136
7179 1446 716
5766 535 251
4333 3290 -178
6662 6350 -217
2255 1116 339
4737 4758 414
3872 6595 731
7448 318 373
3213 80 -207
2239 1826 923
3236 7197 339
3103 1692 -984
6927 5853 497
5942 4575 -802
3463 5139 701
4900 5820 -451
5974 6788 924
7033 2148 121
6230 4939 597
4699 6750 243
6077 4100 -302
7834 2433 886
6270 6451 341
5316 5592 529
224 6658 865
2078 7523 331
7383 5730 -231
1233 2582 2
5369 4620 274
891 4415 -250
2988 5831 -208
2933 2156 882
616 645 160
5537 4749 -151
458 2464 982
1430 3550 -439
2292 1772 170
2693 956 -527
7169 5029 205
4584 2921 726
7098 7266 646
4346 3776 -341
5750 6113 450
177 6358 -653
3422 4107 -341
1432 3955 600
5162 1894 -658
2469 7186 -990
2502 2791 -617
6929 409 -655
5384 3565 795
4008 159 291
1021 1008 747
5283 4994 -78
3918 4458 717
755 7556 645
4403 275 108
5204 2192 -524
461 6652 115
555 1642 -275
5766 2036 64
4319 1923 910
4828 3426 749
960 5420 -499
2780 5171 -819
1224 649 985
4837 1080 134
7580 5015 638
1245 4720 145
6972 3076 -174
3656 322 -804
1137 3074 167
7658 8056 166
3201 7463 -817
2692 2200 -569
1242 95 912
3056 7692 356
5900 938 424
2637 2937 -591
2839 188 539
5156 682 -158
5166 3781 -591
7377 6651 -372
7375 1642 -60
6660 609 85
2312 6523 488
5762 1256 725
560 5960 -753
5317 13 -865
6110 2863 148
2795 3208 925
483 1286 -264
7775 2088 -609
5211 2477 449
5090 2351 -257
1518 7804 358
2587 3294 150
1216 1502 -321
2454 505 -214
916 1695 -739
3465 4987 804
3359 2852 -21
5433 1411 -238
885 5635 199
5297 7078 711
7055 1681 -362
175 673 -37
1070 7289 -569
6984 3459 423
6385 7771 124
1402 4946 34
7848 4710 510
4541 4879 -207
4149 1936 -841
7914 1561 86
7872 1781 663
935 7473 47
5234 5166 -692
5195 6931 -680
986 4524 129
1683 728 -249
6108 2035 -568
2379 5431 328
3227 6850 -78
7907 5745 -455
2151 7992 337
5571 959 -690
7113 6525 608
1588 886 -925
213 709 -88
7622 5373 838
3530 7909 -315
3117 3993 -11
656 776 -152
5391 5554 329
960 710 -491
6766 4947 -170
3660 2923 -565
990 7231 231
1795 94 908
6438 5548 978
6513 348 780
6635 4282 -140
7195 4125 618
7831 3252 31
3851 2793 830
3005 89 493
6028 4508 -275
7085 7417 80
232 3318 -570
5121 7782 -827
1259 155 897
1724 7409 701
6154 4773 -739
7079 40 -238
1629 3613 -742
4133 1490 -559
4182 4632 267
2209 5145 -509
4503 2765 -687
2060 4264 -939
147 54 -117
4156 7345 -283
2192 7205 -606
500 1370 -183
5345 3613 337
961 677 -988
4383 5766 -876
5745 102 823
6795 2761 -696
5005 1092 598
4397 5550 -190
5294 1405 386
6628 6964 -382
6054 4751 781
2488 139 884
6543 3956 -66
2495 6410 -226
3119 295 733
4036 2332 716
2849 2894 957
4544 758 13
2253 2898 555
3396 5255 -468
2454 5996 825
5908 187 84
4795 6442 -902
452 5677 833
6131 5891 -204
3129 7940 -475
4311 4593 -128
3558 7868 953
2892 4523 -231
4853 1396 -304
5614 7936 -449
7486 5737 569
6549 3673 -945
7788 2915 336
2727 1715 843
6135 752 -450
6963 4642 -750
1676 7205 212
883 6598 -794
1191 4779 236
5221 2875 443
7104 5303 887
2481 6238 -201
6322 5297 904
7924 1611 -116
1218 3366 -636
536 5885 263
792 4804 -126
3852 5568 567
3850 7115 -373
5305 6098 -911
7368 7431 -432
930 2762 -234
717 671 -914
1329 2461 -524
7764 98 -728
1365 7929 -874
7279 6776 -712
4795 1250 -538
4014 7730 -450
764 7497 -660
2231 4882 744
2024 1281 77
6849 6703 819
7445 1753 423
6162 3322 524
731 3755 -459
4009 4114 -487
7021 1452 -651
5892 4816 -370
2341 2876 637
7782 1293 165
844 4377 -18
7048 1483 -274
3868 5914 -352
951 3398 880
7584 5691 773
3596 5906 830
3141 7960 -824
3964 2159 -641
2936 5317 16
2409 3133 -799
2834 3702 -655
4639 1326 -843
2932 7232 -571
6635 3926 -23
7014 7860 -142
7981 7161 147
242 2953 -236
6006 605 698
3664 6064 -592
2037 744 843
1549 5928 -163
1938 4242 -430
5178 3045 -877
1845 4477 -361
3725 3812 954
4092 3535 876
7385 1286 61
4656 4738 576
5318 224 -153
6901 3619 -743
839 259 175
1307 4275 464
4768 3394 -759
7354 4184 534
5760 1980 593
7458 293 240
1762 4145 922
949 7216 -682
6168 5649 277
7250 5162 468
1974 4490 -526
6939 2403 923
2525 5912 -420
3468 7859 -891
7441 1638 -66
512 2435 954
247 1675 870
3026 381 -268
3642 2 647
2236 79 985
7853 3102 873
7236 5016 -374
5404 3127 398
3851 5664 499
5091 3698 765
5055 581 -128
3393 4264 99
1371 2068 -198
7681 2641 612
2011 4766 623
4655 2480 -63
6302 1947 582
4075 3841 626
2831 7997 -85
4718 4047 -349
4949 3432 72
6407 3245 278
747 4426 -166
5577 1557 243
4529 7726 185
3524 7825 31
3265 877 847
915 6057 185
765 1776 -814
6725 1301 -450
616 2440 442
3136 4803 43
6823 5204 175
2021 937 -359
1504 6428 520
973 4653 -335
156 7755 360
4160 6753 528
374 5824 873
3213 7315 -313
7221 2352 540
1084 4621 824
2442 7933 -666
4004 4127 120
2082 6344 381
3153 1266 -306
167 2749 -730
6867 1642 468
3058 4932 936
4281 2918 -640
7044 111 -659
674 781 222
2504 7207 -324
3732 3854 849
3493 7210 -102
6877 4117 260
4593 6256 397
6182 6488 293
4608 4475 1000
7317 2605 673
2961 2671 -788
388 1106 -429
4226 5537 -256
6765 7621 421
6720 7903 -647
4314 2965 -817
4109 5400 365
3186 1537 -910
1030 4063 -139
3107 6703 -803
2436 2375 668
1431 768 208
6014 3406 -838
1039 6909 196
7896 3339 -386
4106 2232 -598
1299 254 744
5255 7508 -596
3580 3767 521
6881 4007 -115
4031 5851 -277
4913 3249 -935
6815 3852 -812
2375 5630 -13
2891 4264 185
3965 3055 -961
4298 5349 417
1934 2332 996
6380 5058 -317
2055 3635 169
4284 3337 712
1590 7115 -422
1859 1495 -557
615 4146 -989
4284 4462 609
5643 4509 -116
5013 3735 -311
905 1981 213
4017 7014 -461
6600 112 -922
7721 2197 913
7368 4283 827
3506 1562 597
7309 3920 505
5808 3710 -680
1852 201 -240
187 6581 -324
3461 7553 637
76 132 599
5576 2372 438
5010 5467 -168
1697 4149 146
5829 6428 -617
2602 7939 228
5959 7261 -567
6915 3579 772
5642 2895 -437
7192 4063 244
2991 6571 -267
2187 2921 387
6676 2261 -927
4457 1058 363
4342 7289 224
7924 2295 -483
7620 7039 -585
6016 466 -262
5620 4813 -216
3371 5383 471
1537 6879 763
5431 4293 785
4016 7359 582
858 7538 363
852 1978 -153
399 5513 -4
2514 7379 -295
6868 5086 602
156 4516 -714
650 4277 -494
1230 5979 770
3008 849 -203
3736 4643 -917
373 1568 -178
5276 5579 244
270 978 -543
1496 3820 -22
2713 345 438
1152 7046 -109
2945 6419 -684
2118 7583 319
4253 2841 411
2325 5047 110
6040 1221 188
6061 2974 925
5485 2211 325
2387 5891 -699
3923 3718 36
7649 5184 -362
3964 7486 609
1485 3495 -44
872 2137 -602
1087 706 -813
3963 5193 -459
5552 4099 277
1195 7715 352
2861 5528 -402
2318 2154 -424
3919 4441 402
4781 3655 608
5825 3093 -787
7268 6682 -602
7413 7439 -898
5909 998 894
4783 5935 800
147 5782 -496
6190 125 259
7623 4181 755
3083 729 692
564 6240 704
3237 288 935
5142 21 40
1165 5906 -105
7483 4331 -722
5259 7936 19
651 1031 675
1308 1363 250
4414 6693 823
2189 5943 381
5335 1127 888
5608 1388 -915
667 6109 956
2031 413 -803
3808 7796 614
8051 7959 -770
940 1370 680
5561 3111 -965
5084 1475 980
7684 6163 -370
2346 3536 19
954 351 881
5219 7868 -990
3331 4129 732
6555 3860 421
3381 5913 -15
5048 2788 -949
683 4123 -916
4287 6385 323
1758 3393 -146
5885 7552 -855
3836 95 698
8014 4343 986
2978 13 772
6199 7901 763
7365 4318 177
4693 1402 -837
6896 892 -160
344 5900 934
5808 2166 -663
7326 1776 865
6470 1680 367
6542 5634 994
93 3127 -244
2946 2945 -804
958 1226 -571
5972 1537 -8
5251 7740 941
5974 3196 -305
410 7383 -415
1025 4061 860
7710 275 -608
4578 3796 855
3650 4112 257
5693 6875 778
6043 753 -688
7456 5842 -829
7265 5127 195
5345 1528 621
900 7140 -967
3249 5322 393
7567 3388 308
1171 7934 -73
2454 6519 182
552 6751 897
373 1282 -684
4284 4036 -910
5542 4266 437
3570 2506 -467
6109 6570 714
4396 2572 -118
4524 5631 446
6926 4735 -707
7461 7575 583
851 4302 641
1341 3565 -395
1219 2218 758
3572 7027 652
3481 1502 145
886 2917 146
3250 7807 -332
4530 7498 596
2509 7317 229
5088 581 626
507 4941 423
2362 3301 537
1224 7959 751
3997 1242 -349
7221 259 460
166 4433 588
4131 1581 -858
1777 2172 -814
6308 6674 -587
6759 4519 -134
239 5461 459
4622 271 229
1782 2916 621
1925 2435 143
3177 5466 -930
5263 7552 340
4456 229 -728
4271 2562 551
236 7089 -364
5699 2023 822
2814 543 -758
881 3693 -536
6996 4662 549
3269 3086 397
5090 4273 1
2772 1116 769
5623 5237 -661
4009 467 263
2485 5505 -229
501 7638 165
143 2918 669
5275 5931 -783
7405 1636 -181
1015 950 677
1809 1877 14
6128 2548 -783
6849 7174 965
3619 5812 -793
5089 4150 719
5080 6634 -464
4090 2306 271
7665 7551 -928
6047 4648 -826
6523 6896 334
3571 4542 -635
5338 6866 -639
1013 1684 -5
3667 4392 -716
5065 4802 694
4693 456 -230
2564 2829 -184
7057 4053 -400
5479 7697 -687
1128 1176 529
787 6312 101
3780 5662 306
5447 3563 -926
5955 3540 279
6356 2222 104
5916 2212 319
3020 371 -754
560 3472 608
787 7699 981
6950 616 948
1415 2011 399
5912 6367 -815
4613 7292 -397
1801 3745 673
4300 6625 354
4191 1050 -542
7663 2756 -710
2687 2470 -833
2406 2204 112
6869 7864 -538
2653 6400 -294
1037 4589 61
252 4755 143
1260 5017 -720
181 7442 -969
6863 5293 -86
6919 2165 -541
1384 720 -929
690 123 400
7447 6949 748
6455 6586 -24
2885 4793 152
2487 2529 861
3529 2346 741
7747 79 137
4317 5868 -918
