951 890
334 43 -409
589 571 -859
448 371 -739
838 456 -422
89 231 -358
311 241 459
611 557 -114
784 507 -447
303 4 -646
284 590 -720
20 226 -211
77 829 -361
117 729 272
591 27 230
25 912 570
308 537 -789
12 931 -171
79 353 463
477 311 -757
500 862 -129
515 886 -546
379 209 532
667 786 -313
343 671 787
63 129 -157
657 297 -817
355 469 -881
657 645 -377
887 58 -928
151 172 -734
263 731 235
761 234 170
260 747 660
920 779 -853
152 937 -837
88 615 -533
823 162 292
605 426 -204
641 103 332
363 550 319
722 431 -543
548 371 -853
745 327 942
595 282 97
510 322 157
643 334 -407
654 95 178
355 690 -601
708 589 753
600 443 573
242 170 -25
713 893 230
448 873 -286
101 934 -736
471 15 -403
478 867 51
353 753 -687
846 78 -708
344 157 -685
329 574 872
906 569 -411
148 205 -79
728 254 -486
813 146 569
503 852 500
203 222 -259
624 765 -420
692 618 617
167 942 91
317 906 -813
600 311 979
616 684 904
336 748 21
670 593 493
810 488 -156
194 331 711
138 3 837
254 713 -841
448 562 380
830 735 -443
210 591 -619
775 664 247
943 679 -711
139 779 -738
779 774 710
394 158 -788
592 153 -953
845 638 -444
931 495 -994
328 729 50
304 23 -321
784 127 734
810 202 -919
139 509 -221
778 464 -149
205 785 360
12 650 -698
180 613 -122
853 107 26
110 413 60
360 563 274
514 121 -267
416 558 -97
942 871 -852
324 69 262
400 598 -63
577 687 890
679 280 -936
106 520 -306
193 697 123
219 130 55
2 303 386
934 466 414
225 34 -67
26 240 822
172 715 524
863 517 -25
145 922 -65
574 808 980
386 265 931
909 490 -832
749 751 910
184 351 -687
408 751 -210
230 881 606
351 345 105
757 513 568
201 868 707
763 221 -471
219 553 654
312 83 493
788 658 814
210 118 103
523 884 347
630 680 271
814 414 616
77 771 -198
916 370 934
421 752 320
764 76 843
536 842 843
14 41 -525
233 676 -654
124 406 533
544 811 436
876 576 -938
918 467 739
651 97 -987
448 465 -593
590 61 784
446 869 819
682 366 -117
184 303 673
559 345 893
358 690 488
70 321 909
83 343 -693
855 47 -339
852 422 674
1 648 652
115 908 851
371 225 -329
823 774 -207
448 417 42
362 389 882
857 359 717
769 916 -798
408 331 697
428 856 -894
654 287 -124
50 824 -214
50 519 -514
271 833 163
889 407 -630
480 486 -434
787 202 379
332 501 126
550 283 -197
942 190 -343
794 935 -215
163 747 462
695 708 -985
748 491 -852
478 894 907
319 343 -822
602 138 -942
731 219 65
83 294 -991
55 417 853
424 475 95
701 922 184
893 268 97
489 24 123
334 949 -535
559 504 -601
823 343 971
710 888 -29
280 293 -598
417 495 -993
843 848 -229
474 480 -630
47 770 845
807 131 127
815 422 -814
830 143 -136
339 230 888
117 765 -175
611 863 -206
669 162 456
105 52 784
235 316 -237
592 367 997
663 518 -635
8 623 -200
947 389 -322
217 79 809
766 677 552
203 670 214
171 947 -624
379 117 677
418 886 -844
240 590 -476
414 350 -26
46 641 998
865 853 -209
536 187 339
951 737 161
227 659 -160
185 617 229
335 886 -767
250 741 745
216 932 -671
805 131 -189
778 781 -533
63 393 173
404 241 249
131 488 -484
464 405 -674
668 863 475
579 828 940
659 849 248
683 402 623
196 58 529
238 765 333
604 330 568
843 867 632
353 817 321
723 269 -787
110 51 -188
585 221 -326
499 525 360
809 244 -105
675 105 872
153 246 -798
64 455 779
362 463 881
84 503 389
152 575 752
502 663 25
565 390 243
19 573 -396
535 771 -931
900 370 935
45 831 998
751 918 -542
696 682 919
287 745 110
381 16 594
199 891 422
812 593 -419
339 21 -933
533 766 743
162 824 935
529 716 991
166 748 -318
636 359 -785
226 664 265
384 539 -396
92 736 235
37 561 -466
684 806 -683
620 88 388
484 868 177
190 247 71
274 201 638
535 287 974
309 899 174
411 602 937
523 846 -479
450 947 953
167 4 467
77 810 -755
180 252 251
443 232 -607
159 30 795
450 712 -934
846 240 -4
713 586 -932
934 251 722
687 431 -994
379 17 -327
412 351 311
133 751 -328
415 520 712
326 516 647
305 271 739
494 415 667
679 40 -575
798 290 676
567 285 482
539 586 871
814 298 837
918 432 -507
698 717 -565
874 335 -760
617 664 638
299 547 -142
320 179 -218
340 278 751
764 173 -779
562 499 -746
920 444 714
781 304 -954
946 304 -554
515 273 50
181 266 23
518 539 705
443 643 -102
214 355 304
235 109 112
906 143 734
332 614 178
514 559 -935
632 179 -459
490 752 592
335 162 -918
931 229 51
738 191 719
311 376 -798
925 396 -330
776 504 -798
845 850 -414
273 848 566
759 200 113
377 288 -38
744 129 -987
867 479 459
481 246 -201
475 161 164
931 926 -716
441 369 391
503 501 -382
608 328 346
436 131 -917
376 235 -123
844 380 -975
230 114 141
776 134 774
239 149 -571
205 139 722
441 501 -883
694 372 -206
82 787 106
447 101 207
927 13 867
147 301 -239
278 437 -583
788 136 -747
309 739 342
858 66 525
334 667 270
707 300 -399
855 499 377
291 666 -369
848 501 592
841 293 -865
948 635 -968
234 491 594
457 491 942
624 352 -951
646 197 939
780 80 1000
165 455 -7
849 264 -897
480 947 787
422 44 821
119 874 -303
147 302 811
565 783 500
557 117 -696
182 132 341
351 218 33
950 796 -984
802 413 -839
29 596 -232
881 767 324
504 379 -106
816 11 493
738 370 -147
782 236 694
163 141 -974
492 372 16
901 141 60
139 751 73
253 713 -964
490 835 -651
848 792 -340
756 498 979
32 345 4
274 421 655
885 179 -193
647 591 -149
232 362 7
112 718 861
2 572 622
823 916 757
714 135 -482
913 351 6
98 192 772
402 900 -717
164 454 -496
856 234 660
325 87 -44
856 251 180
653 104 -607
707 412 79
388 888 -221
456 268 525
72 405 -161
704 153 -784
505 840 228
542 117 -157
337 56 264
368 589 981
71 243 596
429 623 159
94 681 964
736 40 -452
476 447 -390
945 929 898
164 159 -534
908 590 806
90 615 206
229 259 -906
28 762 -954
875 118 -476
312 254 658
293 79 394
97 841 -299
392 431 871
242 874 451
569 340 360
37 334 -467
290 127 -365
126 254 -367
160 423 -64
653 572 -854
261 274 321
11 432 314
693 610 -691
117 618 -286
453 318 -659
286 146 812
681 841 964
57 438 476
773 162 857
337 414 -989
120 344 -727
67 202 239
294 42 -11
772 89 708
406 440 -932
732 294 859
736 939 -331
893 702 702
826 550 -619
366 363 174
659 925 -114
395 844 453
431 44 -270
756 258 -949
539 211 593
59 197 148
3 171 660
895 843 -679
265 241 -703
706 42 -563
3 9 -469
153 112 -191
240 499 800
330 576 602
131 879 411
490 756 145
281 479 -305
944 548 380
293 246 611
517 657 -741
618 34 -795
535 627 472
267 218 203
706 274 -931
556 831 -714
860 20 362
653 255 645
344 412 508
710 619 700
796 790 442
221 142 -664
485 478 -201
670 406 662
30 382 183
702 616 -563
607 200 -73
126 773 453
73 181 272
550 297 -271
222 813 -465
865 179 -383
789 755 727
277 137 662
131 860 133
412 165 360
453 32 -616
124 487 665
681 30 -118
646 78 220
460 736 -261
592 677 296
220 710 892
203 172 -1000
223 79 -528
251 903 520
347 11 -906
681 688 -687
830 375 -27
693 68 -252
292 247 992
302 784 1
172 865 -48
126 427 -389
417 884 783
228 169 995
560 940 -490
676 921 842
654 431 805
245 269 -606
220 793 34
550 218 417
492 369 -192
757 543 564
29 302 -294
134 309 735
776 88 -616
146 53 -985
898 789 746
694 546 837
546 415 -816
512 103 160
324 851 -518
316 137 -556
653 842 -801
558 406 745
626 308 -391
398 861 -743
406 393 270
491 553 366
511 49 957
768 869 119
268 890 648
51 444 -89
556 889 566
873 298 -713
808 566 746
266 134 530
567 700 -412
819 566 715
515 554 -924
484 340 106
628 421 -695
501 314 683
699 704 -15
398 231 903
296 660 -923
139 592 277
487 122 587
140 372 887
250 227 -957
413 50 824
235 470 -826
332 656 38
896 381 -145
398 625 187
436 410 -643
345 384 -162
682 261 126
508 409 914
892 797 -496
697 659 961
667 207 -883
663 115 566
199 443 776
181 503 -616
543 99 912
569 551 -161
179 133 602
265 453 864
96 16 -625
922 930 510
450 213 -210
815 390 -704
204 501 -367
556 369 -260
325 11 -452
910 318 -585
810 799 -21
701 558 840
909 820 145
784 526 430
