17
987 821
519 29 863
771 925 -84
903 877 284
526 735 662
25 956 -267
320 682 934
954 582 -335
100 766 -391
30 178 -69
58 307 -856
901 699 -654
921 706 88
157 314 150
660 873 -405
987 682 220
657 533 526
94 748 135
828 797 -561
849 651 322
240 641 -932
718 199 -444
281 616 -986
904 566 -775
843 111 339
836 729 -296
263 170 -643
899 639 15
260 399 708
39 129 -690
128 121 705
819 564 -251
796 552 939
603 657 453
147 755 209
519 331 763
941 394 -165
830 859 -914
64 767 843
936 762 324
611 670 -325
125 7 320
823 854 795
450 368 -661
163 769 754
912 547 94
705 711 176
245 163 -310
886 638 -988
67 624 334
429 173 -638
973 154 -804
33 14 -71
298 563 861
962 201 638
175 384 -464
835 809 -922
138 582 -167
573 472 -258
835 31 -919
97 431 358
2 1 -39
872 644 317
90 789 878
273 112 403
693 466 -933
390 30 -354
836 491 202
807 736 -578
778 348 -496
347 278 672
979 386 961
373 231 -512
153 611 -695
730 830 -70
452 533 -805
441 342 934
257 263 -798
325 685 -955
488 671 79
311 489 -980
340 408 -22
146 166 -666
530 243 388
877 94 168
206 204 297
27 579 -174
706 568 892
320 929 520
336 223 -376
381 31 -126
406 34 774
565 39 -10
517 729 -112
188 907 -51
648 800 246
601 916 593
764 56 966
123 304 -709
775 291 71
346 461 411
919 668 92
134 78 -994
623 679 1000
636 60 216
411 406 -517
357 486 761
536 525 134
744 924 746
604 693 -418
158 141 540
76 879 629
237 626 -544
341 436 465
740 144 825
520 38 4
864 783 -149
201 243 989
153 941 519
845 722 533
854 5 -60
682 220 200
417 203 624
52 464 263
498 117 -429
552 231 840
37 450 343
748 871 -736
223 201 -333
969 139 140
486 377 -757
598 385 997
690 410 -31
939 876 -536
655 433 -512
581 422 -988
447 536 5
978 741 952
812 206 523
300 392 -381
843 507 -186
466 433 688
360 756 982
102 784 -886
852 308 222
537 307 -39
399 206 -719
399 319 -981
665 612 271
194 270 -614
743 847 -211
761 355 -532
499 763 -584
411 413 -367
891 312 -823
595 838 726
606 795 591
671 182 407
678 159 -696
484 579 -43
38 963 176
909 947 6
15 49 -63
629 34 822
625 369 -313
553 794 -92
134 52 -469
384 328 -538
801 906 455
560 577 -382
432 456 359
937 352 -92
340 493 -571
564 142 -19
18 176 -202
886 67 -646
327 831 -24
549 974 -266
289 798 -952
733 49 878
335 359 -615
859 578 958
240 402 400
193 469 -19
397 321 483
512 628 174
611 502 -150
433 70 669
867 385 -492
883 736 625
117 956 -891
559 106 -136
872 963 -987
927 190 -945
796 265 13
930 798 -201
499 779 -826
573 288 332
807 864 876
131 200 -542
292 475 64
868 640 524
861 130 -742
879 619 -838
932 50 352
98 330 496
812 867 -108
510 266 -533
587 128 -877
504 111 236
283 398 -42
853 971 -279
823 197 89
186 43 -967
17 43 455
80 441 31
553 611 43
873 804 438
130 849 187
90 468 379
573 878 -712
790 403 -489
383 623 799
10 429 846
881 336 -642
618 47 258
657 635 96
909 671 131
292 524 -914
825 402 410
259 639 684
236 229 -201
962 513 8
987 944 -493
718 622 -656
719 802 -758
733 128 35
418 71 -628
121 88 111
591 735 -228
971 745 -758
164 882 36
133 710 -24
608 670 -973
405 415 -438
227 385 -101
259 557 737
757 261 237
112 449 315
747 312 794
644 515 190
620 719 697
987 800 910
305 841 308
876 726 428
311 731 159
469 543 182
818 295 -361
775 711 -321
548 787 -997
614 976 -776
370 471 -719
621 659 364
509 549 -891
753 540 -621
11 225 641
540 516 -836
637 340 51
736 918 691
929 926 721
644 558 714
129 342 86
34 545 -415
918 862 373
884 144 -438
81 855 -706
624 64 859
188 668 181
115 872 -551
867 536 -9
507 553 -842
809 380 -32
725 920 -510
916 355 428
436 330 972
899 183 -459
98 975 -172
857 566 -295
942 889 -829
552 460 -356
851 416 -139
893 783 979
431 491 590
315 464 665
152 609 95
292 410 -362
260 282 -577
262 58 -138
916 300 -727
872 392 125
535 986 -592
635 800 423
36 593 898
879 274 235
604 738 847
635 1 -781
240 440 805
905 410 510
854 423 -959
642 472 -141
792 441 488
23 497 -414
152 121 717
168 596 783
443 287 362
808 868 229
429 731 903
569 89 -523
167 593 -873
799 133 582
573 427 837
655 388 -99
542 874 405
742 477 -45
131 535 -171
568 716 -20
476 335 732
423 544 287
900 790 -421
917 971 250
102 861 313
664 834 -493
446 616 322
533 84 -841
144 858 -821
473 95 372
394 164 261
416 924 468
55 388 -451
385 464 -629
767 241 -405
983 168 -526
845 406 709
867 512 738
41 799 -740
332 630 -313
422 658 590
128 956 -498
667 785 -822
825 698 872
747 687 -640
376 712 -117
467 565 -510
662 721 -302
591 618 -692
722 277 874
614 753 -803
558 105 -642
588 487 668
580 813 -699
725 657 920
142 407 -714
395 501 -20
284 927 -327
260 110 323
832 637 -68
249 417 -169
322 821 -34
834 670 509
859 692 974
405 137 -582
181 692 -738
97 657 -806
168 411 -167
630 366 -148
782 305 111
958 360 -397
658 156 -890
372 185 368
207 473 -136
635 254 743
54 772 -462
778 277 -17
562 16 -125
749 972 -722
592 584 -251
926 142 -698
349 254 347
638 412 93
545 63 265
455 958 568
6 592 -457
776 928 -39
41 47 654
696 721 -798
669 210 590
693 401 614
792 572 111
348 653 -538
767 740 845
38 836 9
948 338 -981
788 71 -530
166 125 -984
174 487 -148
105 128 4
349 171 -946
647 319 -134
286 501 -689
722 359 24
663 182 333
864 590 950
337 521 -496
319 780 780
419 889 -790
482 982 910
650 444 202
322 239 799
391 841 791
616 62 -8
340 586 280
433 582 53
526 987 367
213 324 318
418 901 305
333 370 262
54 245 285
800 327 -376
2 933 568
691 777 151
579 931 745
763 363 -460
849 869 145
399 565 117
385 388 -769
397 229 721
447 800 153
712 698 987
581 532 290
717 783 -831
348 387 -142
210 956 270
562 710 949
321 957 517
740 568 990
789 327 467
401 373 -340
637 116 -565
227 304 328
804 923
531 217 924
578 623 489
215 370 -464
722 174 531
753 204 -772
291 228 533
295 326 -555
22 221 290
351 320 750
181 5 -496
168 457 362
706 126 -282
278 382 211
364 36 511
792 216 587
765 53 202
736 66 -925
710 497 -553
275 1 -812
574 553 376
512 781 -242
378 499 772
396 202 -21
642 81 573
588 445 -303
199 511 -898
679 568 278
198 571 800
659 796 -501
406 436 -351
164 545 -57
271 465 528
379 631 -163
177 57 618
766 770 973
289 504 427
583 356 72
504 258 -602
49 297 932
766 241 -831
385 649 823
651 69 854
221 366 -411
411 774 487
620 598 905
526 282 928
428 626 -632
216 177 602
695 536 27
150 668 211
522 741 -16
478 165 815
224 139 -996
414 404 208
369 562 339
390 591 -36
579 451 -953
26 104 -288
309 183 608
262 505 -791
102 470 -247
249 752 -94
776 637 82
666 166 471
698 682 -512
437 784 411
422 373 366
456 277 -13
168 247 -207
220 45 -886
245 32 263
411 773 -13
328 730 -999
26 292 -221
790 716 -420
732 668 -577
783 207 569
221 551 498
233 3 -194
403 520 542
521 66 340
407 525 612
301 548 -24
395 102 222
170 687 -745
150 772 -222
800 136 -670
260 670 -231
31 497 -640
461 100 -718
105 92 -232
773 575 380
723 734 12
392 793 -918
517 600 -594
242 92 982
81 529 -537
680 584 370
487 751 -51
398 135 154
463 178 -978
679 462 449
488 399 -434
289 489 -986
24 204 463
801 761 -341
593 676 -45
298 244 266
169 337 -530
259 315 -601
327 422 -289
348 661 822
689 278 -474
216 798 133
325 353 -618
782 382 -688
427 202 16
221 509 -330
432 781 234
9 279 -512
539 612 762
258 82 -685
730 126 247
282 333 68
502 369 265
259 691 -498
684 611 -566
113 507 -387
619 706 451
103 757 -544
677 411 958
538 167 -436
742 525 -491
335 726 -125
626 525 -582
366 76 54
670 580 46
360 608 29
70 723 -632
268 466 -541
202 571 -149
64 123 -101
637 306 -99
434 628 650
487 437 -575
95 505 -225
601 308 -945
17 736 -374
259 387 -334
528 219 -55
239 751 -385
179 34 -726
494 89 -514
780 398 -147
683 159 -615
625 680 760
302 11 -183
481 678 724
474 355 -277
583 329 629
548 407 -618
755 443 -76
250 760 -924
327 667 -203
80 537 958
662 579 818
512 609 -608
700 194 -480
395 62 -941
577 96 -241
109 721 751
378 608 867
34 69 -814
133 121 -158
359 53 471
671 469 -319
727 533 -830
114 646 148
92 351 -408
548 16 43
7 319 158
112 720 721
421 320 251
616 35 -842
638 635 296
382 668 858
65 181 614
243 600 65
307 427 168
490 208 -707
722 114 -219
176 19 87
246 735 793
383 439 323
202 299 332
477 14 -505
773 217 -936
153 485 900
152 349 13
14 728 369
37 700 -157
586 50 -171
242 105 699
162 698 -425
336 239 -893
527 794 241
420 160 470
771 253 -169
370 706 559
747 237 -359
141 666 37
350 73 546
734 197 -291
724 228 -611
663 151 800
591 354 278
702 21 -143
350 332 808
347 345 995
269 574 -591
330 709 -519
693 777 -416
592 441 356
142 271 -311
314 689 767
59 330 821
485 349 -633
606 276 -618
302 786 57
614 568 633
130 646 983
235 22 -155
767 11 -577
154 174 -162
393 624 530
329 543 -244
766 129 588
715 545 812
706 447 -570
190 327 -432
727 211 390
775 386 791
634 791 -79
136 111 898
199 707 380
526 193 -518
678 284 -634
449 421 -725
29 289 143
97 324 -809
630 521 -626
656 511 -343
501 600 -127
297 354 523
471 417 -887
440 89 408
31 477 -72
587 630 -128
362 167 972
743 113 -191
376 322 482
387 683 150
22 680 85
363 419 -462
47 568 837
281 241 292
745 800 -93
555 192 976
369 297 398
635 772 -127
251 159 -370
339 248 -437
526 220 375
183 691 -526
721 515 -274
460 651 -945
355 638 574
545 647 428
300 353 318
34 18 -178
624 263 -682
579 121 920
656 749 57
236 610 614
7 209 345
324 774 639
181 227 -272
381 324 -731
22 582 -800
27 751 431
83 275 769
416 275 -867
738 777 -104
554 395 440
322 617 -441
94 443 -782
555 709 746
757 427 253
411 473 952
269 612 958
264 119 -867
255 625 311
323 97 225
540 5 834
289 693 -5
271 507 242
415 12 382
625 5 342
752 636 346
799 180 80
498 511 -683
509 733 541
597 470 392
537 449 656
207 220 -93
499 515 -813
102 550 978
333 695 -400
248 203 -92
299 630 491
490 37 83
418 770 -966
614 256 896
660 647 997
224 607 85
100 22 247
6 715 616
743 154 -365
325 6 -126
559 84 377
375 161 688
361 10 338
661 642 -136
575 620 -302
496 490 -912
289 749 -698
642 106 741
648 184 -845
179 220 37
203 245 539
375 464 -254
693 375 -486
577 519 231
261 678 -63
350 157 -154
65 769 804
371 411 -574
490 741 -192
118 439 -363
655 183 45
325 759 591
526 651 -983
113 371 -515
178 255 -677
235 268 -995
49 532 -850
752 448 224
257 446 410
112 216 -468
231 804 -942
441 4 32
398 608 -959
77 24 754
188 565 -109
535 221 205
722 256 205
662 142 -156
366 195 -322
159 167 -288
724 307 621
180 149 121
434 422 370
160 473 12
206 149 -91
694 108 -17
63 606 -245
341 465 282
727 567 191
440 167 -851
682 535 272
521 324 -399
449 761 21
303 759 989
301 720 -236
83 30 -593
81 14 668
704 519 565
22 49 -404
526 327 352
644 672 -639
108 263 -614
375 272 171
631 19 -146
598 595 889
143 527 317
230 694 169
31 360 -600
116 470 831
364 573 648
571 305 -70
143 535 -75
597 645 -973
101 718 125
627 554 -807
754 501 -800
781 785 876
222 618 335
137 311 428
674 645 -934
311 79 -438
230 565 -596
570 617 -503
538 102 -575
95 654 566
134 702 -483
237 530 -479
195 84 -480
171 135 -387
23 219 802
150 92 -173
492 233 254
45 420 -427
44 749 -581
429 55 -834
742 306 528
341 324 -260
110 257 -524
356 448 -472
360 619 344
90 546 -221
56 20 -756
607 609 -227
438 601 -178
448 64 148
523 163 536
274 551 616
321 760 710
129 758 479
97 195 650
318 70 -190
258 637 397
294 151 794
145 534 30
752 493 817
535 487 949
42 772 443
604 132 422
185 449 -665
695 420 -11
510 329 -850
117 32 -834
346 249 -4
797 566 479
613 286 -597
97 724 772
256 142 -620
357 230 -328
251 365 -793
71 58 797
501 111 -601
365 501 438
523 473 250
594 23 180
144 303 -433
180 394 -697
580 603 86
117 763 -419
299 734 251
728 671 -86
59 733 67
775 38 -547
632 712 -455
400 120 211
593 596 -921
355 682 75
775 238 470
795 635 650
112 396 385
517 420 635
474 26 -5
178 661 989
788 343 348
376 500 -938
455 120 267
299 670 27
353 439 496
804 700 165
352 774 765
766 561 -397
696 284 991
330 786 611
750 23 -902
491 697 813
22 547 -414
624 755 348
134 750 -676
560 416 202
697 148 -830
658 465 507
735 477 -949
478 628 77
65 436 136
79 37 -494
732 797 -766
288 623 841
712 528 -303
674 276 -699
184 576 501
136 172 477
381 747 -66
57 304 263
530 102 -492
445 173 923
501 121 -702
30 421 -141
542 468 242
141 251 920
275 444 -544
679 577 -516
602 76 456
230 755 994
380 42 -511
98 350 556
198 511 -494
74 335 992
99 635 397
27 7 173
79 637 -224
113 139 582
615 528 550
542 678 171
770 304 -270
643 315 273
494 753 198
312 797 631
502 618 6
175 778 -738
35 313 528
126 743 522
373 345 872
791 284 -781
366 305 -179
751 547 -288
74 776 317
804 465 -333
136 266 796
546 794 -209
619 740 157
267 329 -682
152 735 -277
402 287 -258
375 189 244
587 791 -460
101 735 -22
742 398 -969
471 128 677
746 386 196
689 192 401
750 416 345
232 98 318
346 402 -749
181 82 -256
778 164 442
668 291 -916
655 82 550
431 369 724
252 90 -831
228 80 399
164 394 286
380 260 253
702 409 88
774 525 283
370 608 -456
41 71 -614
707 60 -734
239 582 -89
215 379 -723
687 224 779
682 774 -677
602 150 -764
559 695 240
357 611 483
427 470 -758
278 724 675
781 318 694
679 793 743
758 309 247
238 318 -300
254 409 -795
523 753 571
10 722 469
357 497 285
650 104 91
137 510 -206
88 442 -120
161 294 -306
710 633 60
14 16 765
446 287 -141
520 121 30
185 27 -38
593 565 517
207 451 278
375 753 -335
142 436 963
271 220 -564
768 405 881
417 804 -606
243 778 617
795 695 -505
621 232 832
141 416 442
249 685 -296
516 766 -375
307 791 -230
448 334 -711
446 465 587
664 455 -825
151 465 61
637 266 -583
356 594 -751
782 576 618
525 769 570
166 487 -958
458 454 323
259 780 -33
188 247 818
765 282 -981
675 582 187
584 794 -756
191 309 -581
306 424 -804
112 240 -441
59 177 648
528 101 -462
332 190 -867
600 19 -607
111 91 197
109 730 -958
245 783 -822
164 290 485
661 135 -393
296 363 86
103 371 503
764 782 -432
630 560 641
445 15 987
738 360 82
158 38 384
438 713 502
396 593 -893
784 453 634
484 302 370
748 238 -433
356 582 -465
725 356 -63
264 272 974
301 67 -604
666 482 -648
81 431 -966
381 637 884
712 173 -352
200 528 -427
519 100 631
634 752 -731
152 298 -835
318 43 -326
230 542 218
360 449 -553
350 590 -50
468 681 -273
707 232 437
655 564 679
407 375 -634
59 680 594
551 566 -771
547 465 -943
228 606 -171
600 623 -476
502 219 -239
620 297 603
547 189 425
11 610 867
595 729 752
630 468 583
318 566 -942
161 87 -367
572 96 -615
163 216 897
524 194 522
339 468 -774
30 291 -442
125 761 262
613 162 -385
373 335 -329
610 474 884
462 337 333
86 190 -673
76 376 -960
460 135 -160
460 315 654
657 259 -504
508 274 -888
387 688 -217
19 178 -12
414 380 793
12 681 -42
793 557 -665
341 260 -905
180 606 -189
126 50 -18
626 551 -427
202 331 718
608 502 -150
531 192 622
8 418 -915
136 630 463
294 519 -973
604 525 198
159 562 658
335 740 889
477 419 -75
255 343 290
739 343 -353
111 377 682
502 747 40
287 137 836
505 797 -208
752 46 -239
73 459 -443
655 243 -89
306 444 -417
6 628 181
7 736 -621
276 144 -424
420 201 -2
638 739 -123
710 574 -753
468 16 -688
475 370 -524
170 158 300
214 70 326
27 241 979
169 172 396
58 173 975
143 524 628
627 151 -236
774 530 703
104 42 -604
573 608 -966
594 52 994
433 261 794
359 373 25
576 686 31
651 12 357
144 65 656
647 103 -319
405 621 -884
385 601 -80
693 801 -515
263 672 127
138 353 -144
379 351 343
412 401 -534
40 138 615
168 68 678
565 467 -37
773 779 -924
189 69 -499
470 160 -46
141 197 -917
16 36 507
720 329 775
596 675 776
555 473 -157
388 480 864
742 801 -105
108 381 38
443 479 -984
214 396 494
486 522 557
70 732 -593
571 231 893
283 27 -85
780 794 -940
707 285 -867
372 422 257
67 544 839
522 667 988
729 10 -811
41 642 703
630 140 689
180 243 -396
212 43 818
354 487 495
449 758 -599
441 309 -28
544 741 310
782 20 -636
418 110 795
179 109 889
105 695 -506
447 655 -91
682 375 -621
115 761 -431
33 103 -938
249 196 461
753 141 -692
435 639 867
543 121 -834
222 517 391
581 468 244
348 325 93
169 31 697
476 212 -386
495 567 710
556 540 762
207 251 -233
199 678 -389
491 59 -950
793 611 582
530 619 708
579 287 -886
556 624 327
86 462 498
732 437 447
383 86 -374
670 550 -773
514 527 763
346 105 789
701 369 -662
565 438 387
312 402 827
196 50 420
58 501 669
204 244 -543
15 453 -853
104 708 913
283 749 -230
488 696 -768
305 31 967
267 44 -60
231 160 -861
332 73 -871
701 582 972
582 497 -285
284 585 939
313 722 -484
111 409 391
416 190 269
192 690 -326
28 20 590
383 544 -717
651 62 645
348 307 -305
649 550 -289
666 330 445
667 764 -336
280 568 -219
693 7 690
283 321 -670
418 367 -836
442 79 814
291 577 -412
267 324 507
241 160 -284
600 637 713
566 159 375
417 203 -603
324 388 -194
638 84 -134
653 480 826
399 421 953
800 638 653
74 559 -649
554 59 138
602 221 263
95 214 -782
277 305 898
172 725 342
297 269 616
643 26 -272
597 497 -547
256 313 -131
447 426 101
507 477 371
233 677 -666
569 582 -955
799 802 898
612 462 -375
699 109 420
483 755 -300
674 389 619
390 332 -740
278 139 854
129 564 -603
750 417 -373
292 275 520
64 178 444
749 19 -451
1 683 -87
679 20 200
736 612 -257
487 533 567
42 230 488
679 18 -197
549 35 -451
309 379 -816
702 16 -315
399 610 413
77 476 -112
143 602 -958
648 85 -684
257 217 -493
730 479 169
319 93 -480
75 622 -14
706 466 -361
708 499 -443
359 502 245
70 139 149
481 391 787
269 302 -620
987 909
737 403 -846
64 806 135
880 910 -98
583 651 4
797 336 502
46 405 544
768 814 897
837 915 -111
104 419 -48
680 461 -644
893 985 444
856 670 -968
572 651 -898
327 703 -50
38 866 -271
318 712 484
490 533 361
986 936 -953
615 658 656
6 160 -510
261 308 910
816 1 -783
66 946 825
418 625 -518
12 892 813
984 486 298
526 981 -205
555 839 161
264 887 -977
653 528 -51
608 137 -826
438 148 -792
657 826 226
145 525 844
300 223 -142
154 388 501
758 527 -504
977 257 -56
572 535 -494
955 965 768
554 900 -143
48 328 130
329 898 -565
455 835 463
385 544 125
839 405 -23
129 858 -807
915 245 330
10 515 789
194 322 356
239 744 679
849 147 -379
618 698 865
277 91 -949
76 487 827
642 467 -826
447 833 194
666 490 820
882 276 -92
577 127 -476
647 329 -795
550 815 -121
120 44 -88
762 598 -279
14 959 -927
972 504 887
507 103 -752
594 112 -707
445 944 -903
80 373 -334
769 742 -711
507 805 977
625 29 372
546 14 -553
790 401 -475
299 748 893
630 745 943
112 646 486
453 921 479
431 163 546
957 362 392
665 241 217
711 806 -781
693 422 888
599 298 457
83 519 440
857 935 -402
973 376 -328
388 125 -525
299 29 -15
396 654 702
50 840 222
453 731 -1
141 548 214
68 577 -873
628 683 927
506 159 -112
859 336 -498
113 983 -348
843 392 -935
282 24 313
558 410 975
493 207 -96
919 754 856
876 14 -756
123 888 -515
378 448 706
907 937 -779
888 975 515
896 275 -429
546 378 12
12 680 -995
173 389 560
985 423 329
725 437 -73
141 388 514
580 490 242
619 627 -364
752 44 -114
473 778 -207
207 466 -504
954 299 601
249 353 -979
118 8 219
32 881 -784
472 108 -497
985 84 -266
752 738 430
886 776 612
552 677 -120
525 111 -650
460 185 594
585 114 -579
809 682 -884
976 303 93
4 224 -886
483 101 -140
419 213 701
736 288 -878
650 191 107
27 550 -524
675 477 -509
769 746 -993
235 150 -349
694 627 -996
543 456 -218
180 240 210
587 38 -922
910 562 -997
20 729 545
764 683 -735
483 594 -900
856 710 -791
836 617 397
180 556 216
620 980 -847
576 364 846
95 692 -732
929 582 -736
49 11 -707
371 810 586
713 955 176
607 920 -894
519 720 -503
346 199 -662
640 747 643
502 672 273
240 436 -860
872 406 547
850 771 417
499 570 590
603 162 192
35 848 752
139 465 -468
273 319 -323
408 354 357
203 214 614
705 579 -239
764 176 86
710 866 30
405 973 9
935 499 3
209 615 -46
779 454 -76
891 190 -361
870 431 521
108 167 -44
313 341 279
572 515 -681
366 67 -834
408 123 -501
467 471 509
422 252 634
891 31 -40
959 667 808
240 672 -354
373 80 -63
654 892 147
526 759 200
967 609 -509
852 819 -560
855 637 -494
525 734 948
358 875 -361
981 770 538
181 564 839
211 983 822
812 966 738
796 67 391
476 195 910
371 614 -559
807 641 122
926 425 816
348 311 386
570 413 853
596 519 374
821 920 750
154 970 892
534 20 -112
293 417 -377
822 695 638
140 378 -571
81 125 -74
181 235 -75
407 459 778
317 157 353
31 281 -183
270 159 -379
588 555 17
444 894 527
609 770 460
936 402 960
264 48 -230
159 235 -405
800 917 979
853 339 -824
183 799 159
305 99 427
980 519 945
697 559 -159
356 20 318
661 305 -856
15 338 -575
690 678 -651
914 684 -536
719 706 737
554 630 -845
81 756 493
46 123 -286
547 23 -396
284 777 -980
382 895 19
728 561 308
272 290 -272
959 824 236
66 548 -889
966 210 610
974 796 -191
710 662 904
162 958 389
154 341 -316
175 684 949
508 818 -5
263 584 205
821 534 704
193 591 -860
400 292 760
591 17 -503
657 732 -873
562 315 844
452 511 -942
678 941 612
667 161 424
688 909 410
898 545 -245
569 134 -402
577 235 -780
698 809 987
28 414 -387
888 406 -284
850 922 -88
174 477 222
84 537 0
33 921 -984
679 672 -643
482 242 -204
8 974 -608
317 158 964
767 47 -828
185 742 743
158 517 -933
916 981 -497
491 582 -379
427 852 414
262 803 783
772 739 984
577 475 650
795 167 -47
386 579 -635
250 807 513
581 925 -963
886 322 556
812 403 -628
167 69 -722
866 9 -712
494 168 -68
284 894 -469
270 161 659
947 789 823
602 895 408
520 791 313
231 778 -8
315 252 977
720 223 -601
84 465 265
683 920 610
261 708 -885
57 138 568
337 442 -537
784 394 900
253 182 -69
139 617 -706
408 574 293
720 645 873
334 668 957
551 748 -921
62 631 -232
96 814 -733
560 680 454
339 777 -304
449 231 533
28 931 418
777 688 -982
816 676 -833
952 206 639
540 499 -233
97 905 -234
248 179 430
212 117 -157
616 941 -746
13 650 981
68 193 937
216 568 956
857 363 -539
921 832 645
179 819 559
377 808 681
177 262 166
428 556 725
801 703 -344
28 462 929
820 211 -103
246 354 155
145 475 -601
544 208 440
776 750 -549
316 824 942
419 53 -393
118 867 579
321 615 -759
650 59 -267
17 856 -907
825 750 -238
551 40 321
590 747 612
224 498 -518
980 848 -261
707 752 959
273 289 -369
714 639 -198
768 432 -203
328 569 966
461 175 -324
634 11 858
4 753 901
788 740 -884
413 697 -232
413 690 478
814 266 798
557 975 1000
161 719 943
100 130 -998
908 291 232
395 593 746
203 26 -80
497 329 995
83 524 -532
90 128 -375
759 850 834
878 936 378
46 855 530
411 615 -715
46 796 -966
89 553 752
26 4 52
132 156 541
551 847 -71
900 107 -95
466 608 -245
111 929 -210
